Order	Super kindom	Strain name	Release date	SEQ count	CAS count	CRISPR count	Assembly description	Number of spacers	Number of self-targeting spacers
98	Bacteria	Acinetobacter baumannii (g-proteobacteria) AR_0083	2018-03	2	1	5	|GCA_002996805.1|GCF_002996805.1|Acinetobacter baumannii (g-proteobacteria) AR_0083|CP027528.1|ANONYMOUS Chromosome|CP027529.1|unnamed Plasmid	53	0
99	Bacteria	Acinetobacter baumannii (g-proteobacteria) AR_0088	2018-03	3	1	2	|GCA_003006035.1|GCF_003006035.1|Acinetobacter baumannii (g-proteobacteria) AR_0088|CP027532.1|unnamed2 Plasmid|CP027531.1|unnamed1 Plasmid|CP027530.1|ANONYMOUS Chromosome	48	0
100	Bacteria	Acinetobacter baumannii (g-proteobacteria) AR_0101	2018-03	2	1	2	|GCA_003010675.1|GCF_003010675.1|Acinetobacter baumannii (g-proteobacteria) AR_0101|CP027610.1|unnamed Plasmid|CP027611.1|ANONYMOUS Chromosome	112	0
101	Bacteria	Acinetobacter baumannii (g-proteobacteria) B8300	2017-05	2	1	6	|GCA_001077965.2|GCF_001077965.2|Acinetobacter baumannii (g-proteobacteria) B8300|CP021347.1|ANONYMOUS Chromosome|CP021348.1|pB8300 Plasmid	61	0
102	Bacteria	Acinetobacter baumannii (g-proteobacteria) B8342	2017-05	1	0	5	|GCA_001077555.2|GCF_001077555.2|Acinetobacter baumannii (g-proteobacteria) B8342|CP021342.1|ANONYMOUS Chromosome	7	0
103	Bacteria	Acinetobacter baumannii (g-proteobacteria) bb4875b	2015-06	2	1	3	|GCA_001457535.1|GCF_001457535.1|Acinetobacter baumannii (g-proteobacteria) bb4875b|LN865143.1|I Chromosome|LN865144.1|II Plasmid	59	0
104	Bacteria	Acinetobacter baumannii (g-proteobacteria) D36	2015-10	5	1	3	|GCA_001399655.1|GCF_001399655.1|Acinetobacter baumannii (g-proteobacteria) D36|CP012954.1|pRAY* (pD36-2) Plasmid|CP012956.1|pD36-4 Plasmid|CP012955.1|pD36-3 Plasmid|CP012953.1|pD36-1 Plasmid|CP012952.1|ANONYMOUS Chromosome	80	0
105	Bacteria	Acinetobacter baumannii (g-proteobacteria) DA33382	2018-07	4	1	5	|GCA_003296225.1||Acinetobacter baumannii (g-proteobacteria) DA33382|CP030107.1|pDA33382-2-2 Plasmid|CP030106.1|ANONYMOUS Chromosome|CP030108.1|pDA33382-2 Plasmid|CP030109.1|pDA33382-85 Plasmid	56	0
106	Bacteria	Acinetobacter baumannii (g-proteobacteria) DS002	2018-03	1	1	3	|GCA_003012895.1||Acinetobacter baumannii (g-proteobacteria) DS002|CP027704.1|ANONYMOUS Chromosome	182	1
107	Bacteria	Acinetobacter baumannii (g-proteobacteria) FDAARGOS_533	2018-11	3	1	7	|GCA_003812385.1||Acinetobacter baumannii (g-proteobacteria) FDAARGOS_533|CP033770.1|unnamed2 Plasmid|CP033769.1|unnamed1 Plasmid|CP033768.1|ANONYMOUS Chromosome	106	0
108	Bacteria	Acinetobacter baumannii (g-proteobacteria) HWBA8	2017-04	2	1	2	|GCA_002082785.1|GCF_002082785.1|Acinetobacter baumannii (g-proteobacteria) HWBA8|CP020597.1|ANONYMOUS Chromosome|CP020596.1|pHWBA8_1 Plasmid	48	0
109	Bacteria	Acinetobacter baumannii (g-proteobacteria) NCTC13421	2018-06	1	1	4	|GCA_900478145.1||Acinetobacter baumannii (g-proteobacteria) NCTC13421|LS483472.1|ERS617393SCcontig000001 Chromosome	52	0
110	Bacteria	Acinetobacter baumannii (g-proteobacteria) P7774	2019-05	4	1	2	|GCA_005518095.1||Acinetobacter baumannii (g-proteobacteria) P7774|CP040262.1|unnamed3 Plasmid|CP040261.1|unnamed2 Plasmid|CP040260.1|unnamed1 Plasmid|CP040259.1|ANONYMOUS Chromosome	48	0
111	Bacteria	Acinetobacter baumannii (g-proteobacteria) USA15	2017-04	2	1	4	|GCA_002082825.1|GCF_002082825.1|Acinetobacter baumannii (g-proteobacteria) USA15|CP020594.1|pUSA15_1 Plasmid|CP020595.1|ANONYMOUS Chromosome	50	0
112	Bacteria	Acinetobacter baumannii (g-proteobacteria) WCHAB005078	2018-03	4	1	4	|GCA_002999195.1|GCF_002999195.1|Acinetobacter baumannii (g-proteobacteria) WCHAB005078|CP027244.1|p2_005078 Plasmid|CP027246.1|ANONYMOUS Chromosome|CP027243.1|p1_005078 Plasmid|CP027245.1|pOXA58_005078 Plasmid	52	0
113	Bacteria	Acinetobacter bereziniae (g-proteobacteria) XH901	2017-12	1	0	8	|GCA_002813045.1|GCF_002813045.1|Acinetobacter bereziniae (g-proteobacteria) XH901|CP018259.1|ANONYMOUS Chromosome	25	0
114	Bacteria	Acinetobacter defluvii (g-proteobacteria) WCHA30	2018-05	9	2	7	|GCA_001704615.2||Acinetobacter defluvii (g-proteobacteria) WCHA30|CP029393.1|p5_010030 Plasmid|CP029395.1|p7_010030 Plasmid|CP029389.1|p1_010030 Plasmid|CP029396.1|pOXA58_010030 Plasmid|CP029394.1|p6_010030 Plasmid|CP029390.1|p2_010030 Plasmid|CP029392.1|p4_010030 Plasmid|CP029391.1|p3_010030 Plasmid|CP029397.1|ANONYMOUS Chromosome	63	2
115	Bacteria	Acinetobacter guillouiae (g-proteobacteria) NBRC 110550	2014-08	1	0	2	|GCA_002370525.2||Acinetobacter guillouiae (g-proteobacteria) NBRC 110550|AP014630.1|ANONYMOUS Chromosome	24	1
116	Bacteria	Acinetobacter haemolyticus (g-proteobacteria) HW-2A	2018-07	1	1	3	|GCA_003323815.1||Acinetobacter haemolyticus (g-proteobacteria) HW-2A|CP030880.1|ANONYMOUS Chromosome	123	0
117	Bacteria	Acinetobacter haemolyticus (g-proteobacteria) sz1652	2018-12	3	0	3	|GCA_003952705.1||Acinetobacter haemolyticus (g-proteobacteria) sz1652|CP032136.1|unnamed1 Plasmid|CP032137.1|unnamed2 Plasmid|CP032135.1|ANONYMOUS Chromosome	4	0
118	Bacteria	Acinetobacter haemolyticus (g-proteobacteria) TJR01	2019-03	3	1	4	|GCA_004379355.1||Acinetobacter haemolyticus (g-proteobacteria) TJR01|CP038009.1|ANONYMOUS Chromosome|CP038011.1|pAHTJR2 Plasmid|CP038010.1|pAHTJR1 Plasmid	56	0
119	Bacteria	Acinetobacter haemolyticus (g-proteobacteria) XH900	2017-12	2	0	1	|GCA_002813065.1|GCF_002813065.1|Acinetobacter haemolyticus (g-proteobacteria) XH900|CP018261.1|pXH901 Plasmid|CP018260.1|ANONYMOUS Chromosome	12	0
120	Bacteria	Acinetobacter indicus (g-proteobacteria) SGAir0564	2018-12	1	1	2	|GCA_002953575.2||Acinetobacter indicus (g-proteobacteria) SGAir0564|CP024620.2|ANONYMOUS Chromosome	117	1
121	Bacteria	Acinetobacter junii (g-proteobacteria) 65	2017-01	1	1	1	|GCA_001941805.1|GCF_001941805.1|Acinetobacter junii (g-proteobacteria) 65|CP019041.1|ANONYMOUS Chromosome	113	0
122	Bacteria	Acinetobacter junii (g-proteobacteria) lzh-X15	2017-11	1	0	1	|GCA_002761875.1|GCF_002761875.1|Acinetobacter junii (g-proteobacteria) lzh-X15|CP024632.1|ANONYMOUS Chromosome	12	0
123	Bacteria	Acinetobacter radioresistens (g-proteobacteria) DD78	2019-05	4	1	1	|GCA_005519305.1||Acinetobacter radioresistens (g-proteobacteria) DD78|CP038023.1|pAR1 Plasmid|CP038022.1|ANONYMOUS Chromosome|CP038025.1|pAR3 Plasmid|CP038024.1|pAR2 Plasmid	77	1
124	Bacteria	Acinetobacter radioresistens (g-proteobacteria) DSSKY-A-001	2018-03	1	1	1	|GCA_002993105.1|GCF_002993105.1|Acinetobacter radioresistens (g-proteobacteria) DSSKY-A-001|CP027365.1|ANONYMOUS Chromosome	64	0
125	Bacteria	Acinetobacter radioresistens (g-proteobacteria) LH6	2018-06	1	1	1	|GCA_003258335.1||Acinetobacter radioresistens (g-proteobacteria) LH6|CP030031.1|ANONYMOUS Chromosome	33	1
126	Bacteria	Acinetobacter soli (g-proteobacteria) GFJ2	2017-01	8	0	3	|GCA_001953195.1|GCF_001953195.1|Acinetobacter soli (g-proteobacteria) GFJ2|CP016902.1|pGFJ6 Plasmid|CP016901.1|pGFJ5 Plasmid|CP016903.1|pGFJ7 Plasmid|CP016898.1|pGFJ2 Plasmid|CP016896.1|ANONYMOUS Chromosome|CP016897.1|pGFJ1 Plasmid|CP016900.1|pGFJ4 Plasmid|CP016899.1|pGFJ3 Plasmid	9	0
127	Bacteria	Acinetobacter sp. ACNIH1 (g-proteobacteria)	2018-02	8	2	4	|GCA_002934695.1|GCF_002934695.1|Acinetobacter sp. ACNIH1 (g-proteobacteria)|CP026423.1|pACI-b25a Plasmid|CP026420.1|ANONYMOUS Chromosome|CP026425.1|pNDM-9c17 Plasmid|CP026422.1|pACI-a283 Plasmid|CP026424.1|pACI-148e Plasmid|CP026427.1|unnamed Plasmid|CP026426.1|pACI-df08 Plasmid|CP026421.1|pACI-3bd5 Plasmid	155	0
128	Bacteria	Acinetobacter sp. ACNIH2 (g-proteobacteria)	2018-02	8	1	2	|GCA_002934965.1|GCF_002934965.1|Acinetobacter sp. ACNIH2 (g-proteobacteria)|CP026418.1|pKPC-8dee Plasmid|CP026417.1|pACI-c6b4 Plasmid|CP026419.1|pACI-6db8 Plasmid|CP026415.1|pACI-55cf Plasmid|CP026413.1|pACI-35f6 Plasmid|CP026416.1|pACI-3569 Plasmid|CP026412.1|ANONYMOUS Chromosome|CP026414.1|pACI-235c Plasmid	40	0
129	Bacteria	Acinetobacter sp. ADP1 (g-proteobacteria)	2004-06	1	1	3	|GCA_000046845.1|GCF_000046845.1|Acinetobacter sp. ADP1 (g-proteobacteria)|CR543861.1|ANONYMOUS Chromosome	110	0
130	Bacteria	Acinetobacter sp. LoGeW2-3 (g-proteobacteria)	2017-10	2	1	1	|GCA_002688565.1|GCF_002688565.1|Acinetobacter sp. LoGeW2-3 (g-proteobacteria)|CP024012.1|unnamed1 Plasmid|CP024011.1|ANONYMOUS Chromosome	77	0
131	Bacteria	Acinetobacter sp. TGL-Y2 (g-proteobacteria)	2016-04	3	0	9	|GCA_001612555.1|GCF_001612555.1|Acinetobacter sp. TGL-Y2 (g-proteobacteria)|CP015110.1|ANONYMOUS Chromosome|CP015111.1|unnamed1 Plasmid|CP015112.1|unnamed2 Plasmid	26	0
132	Bacteria	Acinetobacter sp. WCHA45 (g-proteobacteria)	2018-04	6	1	1	|GCA_002165255.2||Acinetobacter sp. WCHA45 (g-proteobacteria)|CP028560.1|pNDM1_010045 Plasmid|CP028559.1|p4_010045 Plasmid|CP028558.1|p3_010045 Plasmid|CP028557.1|p2_010045 Plasmid|CP028556.1|p1_010045 Plasmid|CP028561.1|ANONYMOUS Chromosome	248	0
133	Bacteria	Acinetobacter sp. WCHA52 (g-proteobacteria) WCHAc010052	2018-09	6	1	3	|GCA_002165295.2||Acinetobacter sp. WCHA52 (g-proteobacteria) WCHAc010052|CP032138.1|p1_010052 Plasmid|CP032140.1|p3_010052 Plasmid|CP032142.1|pNDM1_010052 Plasmid|CP032139.1|p2_010052 Plasmid|CP032141.1|p4_010052 Plasmid|CP032143.1|ANONYMOUS Chromosome	88	0
134	Bacteria	Acinetobacter sp. WCHAc010005 (g-proteobacteria)	2018-09	8	1	2	|GCA_002165375.2||Acinetobacter sp. WCHAc010005 (g-proteobacteria)|CP032133.1|pOXA58_010005 Plasmid|CP032132.1|pNDM1_010005 Plasmid|CP032131.1|p5_010005 Plasmid|CP032130.1|p4_010005 Plasmid|CP032129.1|p3_010005 Plasmid|CP032128.1|p2_010005 Plasmid|CP032127.1|p1_010005 Plasmid|CP032134.1|ANONYMOUS Chromosome	12	0
135	Bacteria	Acinetobacter sp. WCHAc010034 (g-proteobacteria)	2018-09	13	1	7	|GCA_001696615.3||Acinetobacter sp. WCHAc010034 (g-proteobacteria)|CP032270.1|p2_010034 Plasmid|CP032271.1|p3_010034 Plasmid|CP032276.1|p8_010034 Plasmid|CP032272.1|p4_010034 Plasmid|CP032267.1|p10_010034 Plasmid|CP032277.1|p9_010034 Plasmid|CP032278.1|pNDM1_010034 Plasmid|CP032268.1|p1_010034 Plasmid|CP032279.1|ANONYMOUS Chromosome|CP032274.1|p6_010034 Plasmid|CP032273.1|p5_010034 Plasmid|CP032275.1|p7_010034 Plasmid|CP032269.1|p11_010034 Plasmid	57	0
136	Bacteria	Acinetobacter sp. WCHAc060092 (g-proteobacteria)	2019-05	10	1	4	|GCA_003024525.2||Acinetobacter sp. WCHAc060092 (g-proteobacteria)|CP035943.1|p8_060092 Plasmid|CP035939.1|p4_060092 Plasmid|CP035941.1|p6_060092 Plasmid|CP035942.1|p7_060092 Plasmid|CP035935.1|pNDM1_060092 Plasmid|CP035934.1|ANONYMOUS Chromosome|CP035937.1|p2_060092 Plasmid|CP035938.1|p3_060092 Plasmid|CP035936.1|p1_060092 Plasmid|CP035940.1|p5_060092 Plasmid	15	0
137	Bacteria	Acinetobacter ursingii (g-proteobacteria) M3	2018-07	3	1	3	|GCA_003966675.1||Acinetobacter ursingii (g-proteobacteria) M3|AP018825.1|pAURM-1 Plasmid|AP018824.1|1 Chromosome|AP018826.1|pAURM-2 Plasmid	271	2
138	Bacteria	Acinetobacter venetianus VE-C3 (g-proteobacteria)	2013-01	2	1	2	|GCA_000308235.2|GCF_000308235.1|Acinetobacter venetianus VE-C3 (g-proteobacteria)|CM001772.1|chr Chromosome|ALIG01000010.1|plasmid Plasmid	148	0
139	Bacteria	Acinetobacter wuhouensis (g-proteobacteria) WCHA60	2018-08	8	1	4	|GCA_001696605.3||Acinetobacter wuhouensis (g-proteobacteria) WCHA60|CP031715.1|p7_010060 Plasmid|CP031714.1|p6_010060 Plasmid|CP031713.1|p5_010060 Plasmid|CP031712.1|p4_010060 Plasmid|CP031711.1|p3_010060 Plasmid|CP031710.1|p2_010060 Plasmid|CP031709.1|p1_010060 Plasmid|CP031716.1|ANONYMOUS Chromosome	106	0
140	Bacteria	Acinetobacter wuhouensis (g-proteobacteria) WCHAW010062	2018-10	16	1	5	|GCA_002165345.2||Acinetobacter wuhouensis (g-proteobacteria) WCHAW010062|CP033123.1|p3_010062 Plasmid|CP033119.1|p1_010062 Plasmid|CP033129.1|p9_010062 Plasmid|CP033118.1|p10_010062 Plasmid|CP033132.1|pOXA653_010062 Plasmid|CP033126.1|p6_010062 Plasmid|CP033122.1|p2_010062 Plasmid|CP033121.1|p12_010062 Plasmid|CP033125.1|p5_010062 Plasmid|CP033133.1|ANONYMOUS Chromosome|CP033127.1|p7_010062 Plasmid|CP033131.1|pOXA58_010062 Plasmid|CP033120.1|p11_010062 Plasmid|CP033124.1|p4_010062 Plasmid|CP033128.1|p8_010062 Plasmid|CP033130.1|pOXA23_010062 Plasmid	45	1
141	Bacteria	Actinoalloteichus hoggarensis (high GC Gram+) DSM 45943	2017-07	1	8	41	|GCA_002234535.1|GCF_002234535.1|Actinoalloteichus hoggarensis (high GC Gram+) DSM 45943|CP022521.1|ANONYMOUS Chromosome	280	1
142	Bacteria	Actinoalloteichus hymeniacidonis (high GC Gram+) HPA177(T) (=DSM 45092(T))	2016-09	1	3	18	|GCA_001747425.1|GCF_001747425.1|Actinoalloteichus hymeniacidonis (high GC Gram+) HPA177(T) (=DSM 45092(T))|CP014859.1|ANONYMOUS Chromosome	65	0
143	Bacteria	Actinoalloteichus sp. ADI127-7 (high GC Gram+)	2017-01	1	5	27	|GCA_001941625.1|GCF_001941625.1|Actinoalloteichus sp. ADI127-7 (high GC Gram+)|CP016076.1|ANONYMOUS Chromosome	165	0
144	Bacteria	Actinoalloteichus sp. AHMU CJ021 (high GC Gram+)	2018-01	1	4	46	|GCA_002895405.1|GCF_002895405.1|Actinoalloteichus sp. AHMU CJ021 (high GC Gram+)|CP025990.1|ANONYMOUS Chromosome	280	2
145	Bacteria	Actinoalloteichus sp. GBA129-24 (high GC Gram+)	2017-01	2	3	23	|GCA_001941645.1|GCF_001941645.1|Actinoalloteichus sp. GBA129-24 (high GC Gram+)|CP016078.1|pGBA129-24a Plasmid|CP016077.1|ANONYMOUS Chromosome	101	1
146	Bacteria	Actinobacillus delphinicola (g-proteobacteria) NCTC12871	2018-12	1	1	2	|GCA_900638385.1||Actinobacillus delphinicola (g-proteobacteria) NCTC12871|LR134510.1|ERS1869771SCcontig000001 Chromosome	15	1
147	Bacteria	Actinobacillus equuli (g-proteobacteria) NCTC8529	2018-12	1	1	4	|GCA_900636745.1||Actinobacillus equuli (g-proteobacteria) NCTC8529|LR134310.1|ERS1049098SCcontig000001 Chromosome	26	3
148	Bacteria	Actinobacillus equuli (g-proteobacteria) NCTC9435	2018-12	1	0	1	|GCA_900638075.1||Actinobacillus equuli (g-proteobacteria) NCTC9435|LR134486.1|ERS1669583SCcontig000001 Chromosome	31	1
149	Bacteria	Actinobacillus equuli subsp. equuli (g-proteobacteria) 19392	2014-12	1	1	4	|GCA_000801145.1|GCF_000801145.1|Actinobacillus equuli subsp. equuli (g-proteobacteria) 19392|CP007715.1|ANONYMOUS Chromosome	27	4
150	Bacteria	Actinobacillus indolicus (g-proteobacteria) AIFJ1607	2019-03	1	1	1	|GCA_004519515.1||Actinobacillus indolicus (g-proteobacteria) AIFJ1607|CP038145.1|ANONYMOUS Chromosome	8	0
151	Bacteria	Actinobacillus lignieresii (g-proteobacteria) NCTC10568	2018-12	1	1	1	|GCA_900635785.1||Actinobacillus lignieresii (g-proteobacteria) NCTC10568|LR134169.1|ERS569359SCcontig000001 Chromosome	27	7
152	Bacteria	Actinobacillus pleuropneumoniae (g-proteobacteria) KL 16	2017-08	2	1	2	|GCA_003431405.1||Actinobacillus pleuropneumoniae (g-proteobacteria) KL 16|CP022716.1|unnamed1 Plasmid|CP022715.1|ANONYMOUS Chromosome	18	0
153	Bacteria	Actinobacillus pleuropneumoniae (g-proteobacteria) NCTC10976	2018-12	1	1	1	|GCA_900638445.1||Actinobacillus pleuropneumoniae (g-proteobacteria) NCTC10976|LR134515.1|ERS1869824SCcontig000001 Chromosome	20	3
154	Bacteria	Actinobacillus pleuropneumoniae (g-proteobacteria) NCTC11384	2018-06	1	1	1	|GCA_900475195.1||Actinobacillus pleuropneumoniae (g-proteobacteria) NCTC11384|LS483358.1|ERS950470SCcontig000001 Chromosome	17	1
155	Bacteria	Actinobacillus pleuropneumoniae (g-proteobacteria) S4074	2018-07	1	1	1	|GCA_003290385.1|GCF_003290385.1|Actinobacillus pleuropneumoniae (g-proteobacteria) S4074|CP030753.1|ANONYMOUS Chromosome	13	0
156	Bacteria	Actinobacillus pleuropneumoniae serovar 1 str. 4074 (g-proteobacteria)	2018-05	1	1	1	|GCA_000178495.2|GCF_000178495.2|Actinobacillus pleuropneumoniae serovar 1 str. 4074 (g-proteobacteria)|CP029003.1|ANONYMOUS Chromosome	13	0
157	Bacteria	Actinobacillus pleuropneumoniae serovar 3 str. JL03 (g-proteobacteria)	2008-01	1	1	1	|GCA_000016685.1|GCF_000016685.1|Actinobacillus pleuropneumoniae serovar 3 str. JL03 (g-proteobacteria)|CP000687.1|ANONYMOUS Chromosome	34	1
158	Bacteria	Actinobacillus pleuropneumoniae serovar 5b str. L20 (g-proteobacteria)	2007-02	1	1	1	|GCA_000015885.1|GCF_000015885.1|Actinobacillus pleuropneumoniae serovar 5b str. L20 (g-proteobacteria)|CP000569.1|ANONYMOUS Chromosome	25	0
159	Bacteria	Actinobacillus pleuropneumoniae serovar 7 str. AP76 (g-proteobacteria)	2008-06	4	1	3	|GCA_000020405.1|GCF_000020405.1|Actinobacillus pleuropneumoniae serovar 7 str. AP76 (g-proteobacteria)|CP001094.1|APP7_A Plasmid|CP001091.1|ANONYMOUS Chromosome|CP001093.1|ABB7_B Plasmid|CP001092.1|APP7_C Plasmid	27	0
160	Bacteria	Actinobacillus pleuropneumoniae serovar 8 (g-proteobacteria)	2015-11	1	1	3	|GCA_001460855.1|GCF_001460855.1|Actinobacillus pleuropneumoniae serovar 8 (g-proteobacteria)|LN908249.1|I Chromosome	20	0
161	Bacteria	Actinobacillus porcitonsillarum (g-proteobacteria) 9953L55	2018-05	1	1	1	|GCA_003101015.1|GCF_003101015.1|Actinobacillus porcitonsillarum (g-proteobacteria) 9953L55|CP029206.1|ANONYMOUS Chromosome	36	0
162	Bacteria	Actinobacillus succinogenes 130Z (g-proteobacteria)	2007-07	1	2	2	|GCA_000017245.1|GCF_000017245.1|Actinobacillus succinogenes 130Z (g-proteobacteria)|CP000746.1|ANONYMOUS Chromosome	17	0
163	Bacteria	Actinobacillus suis ATCC 33415 (g-proteobacteria)	2014-08	1	1	3	|GCA_000739435.1|GCF_000739435.1|Actinobacillus suis ATCC 33415 (g-proteobacteria)|CP009159.1|ANONYMOUS Chromosome	15	1
164	Bacteria	Actinobacillus suis (g-proteobacteria) NCTC12996	2017-08	1	1	3	|GCA_900187155.1|GCF_900187155.1|Actinobacillus suis (g-proteobacteria) NCTC12996|LT906456.1|1 Chromosome	15	1
165	Bacteria	Actinobacillus suis H91-0380 (g-proteobacteria)	2012-10	1	1	4	|GCA_000307145.1|GCF_000307145.1|Actinobacillus suis H91-0380 (g-proteobacteria)|CP003875.1|ANONYMOUS Chromosome	10	1
166	Bacteria	Actinobacteria bacterium YIM 96077 (high GC Gram+)	2018-11	1	4	12	|GCA_003812285.1||Actinobacteria bacterium YIM 96077 (high GC Gram+)|CP033729.1|ANONYMOUS Chromosome	252	5
167	Bacteria	Actinomadura amylolytica (high GC Gram+) YIM 77502	2018-09	1	1	25	|GCA_003589885.1||Actinomadura amylolytica (high GC Gram+) YIM 77502|CP032402.1|ANONYMOUS Chromosome	172	2
168	Bacteria	Actinomyces gaoshouyii (high GC Gram+) pika_114	2017-04	1	1	4	|GCA_002076915.1|GCF_002076915.1|Actinomyces gaoshouyii (high GC Gram+) pika_114|CP020468.1|ANONYMOUS Chromosome	60	0
169	Bacteria	Actinomyces hongkongensis (high GC Gram+) HKU8	2016-09	1	2	47	|GCA_001746855.1|GCF_001746855.1|Actinomyces hongkongensis (high GC Gram+) HKU8|CP017298.1|ANONYMOUS Chromosome	242	1
170	Bacteria	Actinomyces howellii (high GC Gram+) NCTC11636	2018-12	1	1	21	|GCA_900637165.1||Actinomyces howellii (high GC Gram+) NCTC11636|LR134350.1|ERS1497483SCcontig000001 Chromosome	33	1
171	Bacteria	Actinomyces israelii (high GC Gram+) NCTC12972	2018-12	1	1	6	|GCA_900637225.1||Actinomyces israelii (high GC Gram+) NCTC12972|LR134357.1|ERS1275661SCcontig000001 Chromosome	12	3
172	Bacteria	Actinomyces meyeri (high GC Gram+) W712	2015-08	1	1	9	|GCA_001262055.1|GCF_001262055.1|Actinomyces meyeri (high GC Gram+) W712|CP012072.1|ANONYMOUS Chromosome	94	2
173	Bacteria	Actinomyces naeslundii (high GC Gram+) ATCC 27039	2016-10	1	0	4	|GCA_002355915.1||Actinomyces naeslundii (high GC Gram+) ATCC 27039|AP017894.1|ANONYMOUS Chromosome	13	0
174	Bacteria	Actinomyces oris (high GC Gram+) T14V	2016-02	1	1	8	|GCA_001553935.1|GCF_001553935.1|Actinomyces oris (high GC Gram+) T14V|CP014232.1|ANONYMOUS Chromosome	49	0
175	Bacteria	Actinomyces pacaensis (high GC Gram+) Marseille-P2985	2016-11	1	0	1	|GCA_900120245.1|GCF_900120245.1|Actinomyces pacaensis (high GC Gram+) Marseille-P2985|LT635457.1|contig00001 Chromosome	46	0
176	Bacteria	Actinomyces radingae (high GC Gram+) DSM 9169	2016-10	1	0	5	|GCA_900106055.1|GCF_900106055.1|Actinomyces radingae (high GC Gram+) DSM 9169|LT629792.1|I Chromosome	32	1
177	Bacteria	Actinomyces slackii (high GC Gram+) NCTC11923	2018-12	1	1	16	|GCA_900637295.1||Actinomyces slackii (high GC Gram+) NCTC11923|LR134363.1|ERS1324106SCcontig000001 Chromosome	151	0
178	Bacteria	Actinomyces sp. 2129 (high GC Gram+)	2018-09	1	1	13	|GCA_003606385.1||Actinomyces sp. 2129 (high GC Gram+)|CP032514.1|ANONYMOUS Chromosome	115	1
179	Bacteria	Actinomyces sp. 299 (high GC Gram+)	2019-01	1	2	22	|GCA_004010955.1||Actinomyces sp. 299 (high GC Gram+)|CP025227.1|ANONYMOUS Chromosome	203	1
180	Bacteria	Actinomyces sp. 410 (high GC Gram+)	2019-01	1	3	30	|GCA_004102025.1||Actinomyces sp. 410 (high GC Gram+)|CP025228.1|ANONYMOUS Chromosome	239	0
181	Bacteria	Actinomyces sp. Chiba101 (high GC Gram+)	2017-02	1	1	5	|GCA_002356195.1|GCF_002356195.1|Actinomyces sp. Chiba101 (high GC Gram+)|AP017896.1|ANONYMOUS Chromosome	77	0
182	Bacteria	Actinomyces sp. dk561 (high GC Gram+)	2019-04	1	1	16	|GCA_004798665.1||Actinomyces sp. dk561 (high GC Gram+)|CP039292.1|ANONYMOUS Chromosome	83	0
183	Bacteria	Actinomyces sp. oral taxon 414 (high GC Gram+) F0588	2015-09	1	2	53	|GCA_001278845.1|GCF_001278845.1|Actinomyces sp. oral taxon 414 (high GC Gram+) F0588|CP012590.1|ANONYMOUS Chromosome	350	1
184	Bacteria	Actinomyces sp. oral taxon 848 str. F0332 (high GC Gram+)	2019-05	1	0	25	|GCA_005886335.1||Actinomyces sp. oral taxon 848 str. F0332 (high GC Gram+)|CP040503.1|ANONYMOUS Chromosome	13	0
185	Bacteria	Actinomyces sp. oral taxon 897 (high GC Gram+) F0631	2018-03	2	1	93	|GCA_002999235.1|GCF_002999235.1|Actinomyces sp. oral taxon 897 (high GC Gram+) F0631|CP027236.1|ANONYMOUS Chromosome|CP027237.1|unnamed1 Plasmid	275	2
186	Bacteria	Actinomyces sp. Z16 (high GC Gram+)	2018-05	1	3	20	|GCA_003111765.1|GCF_003111765.1|Actinomyces sp. Z16 (high GC Gram+)|CP027862.1|ANONYMOUS Chromosome	162	0
187	Bacteria	Actinomyces viscosus (high GC Gram+) NCTC10951	2018-12	1	1	19	|GCA_900637975.1||Actinomyces viscosus (high GC Gram+) NCTC10951|LR134477.1|ERS1572986SCcontig000001 Chromosome	120	0
188	Bacteria	Actinoplanes teichomyceticus ATCC 31121 (high GC Gram+)	2018-11	1	1	38	|GCA_003711105.1||Actinoplanes teichomyceticus ATCC 31121 (high GC Gram+)|CP023865.1|ANONYMOUS Chromosome	95	0
189	Bacteria	Actinopolyspora erythraea (high GC Gram+) YIM 90600	2017-08	1	3	20	|GCA_002263515.1|GCF_002263515.1|Actinopolyspora erythraea (high GC Gram+) YIM 90600|CP022752.1|ANONYMOUS Chromosome	89	0
190	Bacteria	Actinosynnema pretiosum (high GC Gram+) X47	2017-09	1	0	15	|GCA_002354875.1|GCF_002354875.1|Actinosynnema pretiosum (high GC Gram+) X47|CP023445.1|ANONYMOUS Chromosome	11	0
191	Bacteria	Actinotignum schaalii (high GC Gram+) CCUG 27420	2014-07	1	1	6	|GCA_000724605.1|GCF_000724605.1|Actinotignum schaalii (high GC Gram+) CCUG 27420|CP008802.1|ANONYMOUS Chromosome	49	1
192	Bacteria	Actinotignum sp. 313 (high GC Gram+)	2018-04	1	1	24	|GCA_003073475.1|GCF_003073475.1|Actinotignum sp. 313 (high GC Gram+)|CP029033.1|ANONYMOUS Chromosome	82	0
193	Bacteria	Aeribacillus pallidus (firmicutes) KCTC3564	2017-08	1	1	13	|GCA_002243625.1|GCF_002243625.1|Aeribacillus pallidus (firmicutes) KCTC3564|CP017703.1|ANONYMOUS Chromosome	142	0
194	Bacteria	Aerococcaceae bacterium ZY16052 (firmicutes)	2018-09	1	1	2	|GCA_003546865.1||Aerococcaceae bacterium ZY16052 (firmicutes)|CP023434.1|ANONYMOUS Chromosome	9	0
